Customer ID,Gender,Age,Married,Number of Dependents,Zip Code,Satisfaction Score,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
7967-HYCDE,Female,62.0,No,0.0,95841.0,5.0,No,,41.0,None,,12.42,No,Yes,Cable,,No,No,No,Yes,No,No,,Yes,One Year,No,,50.05,2029.05,0.0,0.0,509.22,2538.27
7989-VCQOH,Male,29.0,,,94904.0,,No,0.0,62.0,None,Yes,14.17,No,No,None,0.0,,No,No,,No,No,No,No,Two Year,,Bank Withdrawal,19.85,,,0.0,878.54,2132.19
0641-EVBOJ,Male,26.0,No,0.0,95338.0,3.0,No,0.0,1.0,,Yes,1.84,Yes,Yes,Fiber Optic,76.0,No,No,No,No,,No,,Yes,Month-to-Month,,Bank Withdrawal,74.9,74.9,0.0,0.0,1.84,76.74000000000001
9450-TRJUU,,,,,92122.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4367-NHWMM,,,,,93250.0,,Yes,,53.0,,Yes,11.35,No,,None,,No,No,No,No,No,No,No,No,One Year,Yes,,19.85,,14.67,0.0,601.55,1626.33
4201-JMNGR,Male,26.0,No,0.0,91978.0,,No,0.0,8.0,Offer E,Yes,41.93,No,Yes,Fiber Optic,59.0,No,,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,,553.4,0.0,0.0,335.44,888.8399999999999
0576-WNXXC,Female,57.0,Yes,1.0,92614.0,4.0,Yes,3.0,15.0,None,Yes,37.9,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,284.3,0.0,0.0,568.5,852.8
9728-FTTVZ,,32.0,No,0.0,91606.0,,No,0.0,72.0,Offer A,Yes,15.03,No,Yes,Cable,22.0,Yes,Yes,,Yes,Yes,No,,Yes,Two Year,Yes,Bank Withdrawal,75.1,5336.35,0.0,0.0,1082.16,6418.51
6599-GZWCM,Male,23.0,No,0.0,93240.0,5.0,No,0.0,1.0,None,Yes,18.15,No,,,0.0,No,No,No,No,,,No,No,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0.0,,38.2
5393-HJZSM,Female,,,2.0,94549.0,3.0,Yes,6.0,61.0,Offer B,Yes,25.4,,,None,0.0,,No,No,No,No,No,No,,Two Year,No,Credit Card,19.75,1311.6,0.0,0.0,1549.4,2861.0
8361-LTMKD,Female,,No,0.0,93518.0,3.0,No,0.0,,None,,,No,Yes,,9.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56.7,1652.95,0.0,0.0,680.6700000000001,2333.62
9208-OLGAQ,Male,33.0,No,0.0,93458.0,4.0,No,0.0,46.0,,No,0.0,No,Yes,DSL,13.0,Yes,No,Yes,Yes,,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.75,2893.4,0.0,,0.0,
2302-OUZXB,Female,75.0,,0.0,95920.0,1.0,No,0.0,38.0,Offer C,Yes,47.39,Yes,Yes,Fiber Optic,2.0,No,No,No,,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,3734.25,0.0,0.0,1800.82,5535.07
9027-YFHQJ,Female,41.0,No,0.0,,5.0,No,0.0,20.0,None,,0.0,No,Yes,DSL,21.0,No,,No,No,,No,No,Yes,Month-to-Month,,Credit Card,24.9,505.95,0.0,0.0,0.0,505.95
1971-DTCZB,Male,66.0,Yes,0.0,95008.0,1.0,,1.0,66.0,None,,48.87,Yes,,Fiber Optic,13.0,,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,110.85,7491.75,0.0,0.0,,10717.17
0743-HNPFG,Male,25.0,,0.0,94611.0,4.0,No,0.0,63.0,Offer B,Yes,22.73,Yes,,Fiber Optic,73.0,No,,No,,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.4,6713.2,0.0,130.0,1431.99,8275.19
3320-VEOYC,,59.0,Yes,1.0,94960.0,3.0,Yes,,13.0,,Yes,16.4,No,,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,254.5,0.0,0.0,213.2,467.7
2565-JSLRY,,,,,95675.0,3.0,No,0.0,9.0,None,,13.05,No,,Fiber Optic,73.0,Yes,,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,708.2,0.0,,117.45,825.6500000000001
2874-YXVVA,Female,58.0,No,0.0,,3.0,No,0.0,1.0,Offer E,Yes,46.17,No,,Fiber Optic,30.0,No,No,,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1,70.1,0.0,,46.17,116.27
0319-QZTCO,Female,37.0,Yes,0.0,96016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8401-EMUWF,Male,70.0,Yes,0.0,95318.0,3.0,Yes,3.0,23.0,Offer D,Yes,31.53,No,Yes,Fiber Optic,20.0,Yes,,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.0,2024.1,0.0,0.0,725.19,
1760-CAZHT,Male,48.0,Yes,0.0,92392.0,,Yes,10.0,,Offer B,No,0.0,No,Yes,Cable,8.0,Yes,No,Yes,Yes,,No,No,Yes,Two Year,No,Credit Card,48.15,2032.3,0.0,0.0,0.0,
5816-QVHRX,Female,46.0,No,0.0,91350.0,4.0,No,0.0,7.0,Offer E,Yes,40.42,Yes,Yes,,17.0,Yes,No,No,No,No,No,No,Yes,,Yes,Bank Withdrawal,53.65,,0.0,0.0,,687.29
4475-NVTLU,Male,50.0,No,0.0,,,No,0.0,22.0,None,Yes,,No,Yes,Fiber Optic,17.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,,93.2,2157.3,0.0,0.0,1023.0,3180.3
4484-GLZOU,Male,25.0,Yes,0.0,93212.0,4.0,Yes,6.0,50.0,Offer B,Yes,14.32,Yes,Yes,Cable,58.0,No,No,Yes,Yes,Yes,No,,Yes,One Year,Yes,Bank Withdrawal,69.65,3442.15,,0.0,716.0,4158.15
9530-GRMJG,Female,62.0,,0.0,91302.0,5.0,Yes,5.0,40.0,None,Yes,48.29,Yes,Yes,DSL,23.0,No,,No,No,,No,,Yes,Month-to-Month,,Credit Card,56.6,2379.1,0.0,0.0,1931.6,4310.7
4193-IBKSW,Male,,No,0.0,93280.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5986-WWXDV,Female,29.0,Yes,2.0,94925.0,3.0,Yes,8.0,43.0,None,Yes,5.25,Yes,Yes,Fiber Optic,59.0,No,No,Yes,No,Yes,Yes,Yes,Yes,,Yes,Bank Withdrawal,99.3,4209.95,0.0,0.0,225.75,4435.7
6319-IEJWJ,Male,31.0,No,0.0,95441.0,,No,0.0,51.0,None,No,0.0,No,Yes,DSL,2.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,44.45,,,0.0,0.0,2181.55
1087-UDSIH,Female,48.0,Yes,,90058.0,3.0,,,49.0,Offer B,Yes,49.58,No,,None,0.0,No,No,No,No,No,No,No,No,One Year,,Bank Withdrawal,20.45,900.9,0.0,0.0,2429.42,3330.32
8212-CRQXP,Male,29.0,No,3.0,92335.0,5.0,,0.0,18.0,Offer D,Yes,41.08,Yes,,Fiber Optic,48.0,No,,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1406.65,0.0,0.0,739.4399999999999,2146.09
1755-FZQEC,Male,55.0,Yes,2.0,,3.0,Yes,6.0,72.0,,Yes,9.3,Yes,,DSL,12.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,,80.85,,,0.0,669.6,6397.05
5562-YJQGT,Female,41.0,No,0.0,93517.0,3.0,No,0.0,63.0,Offer B,Yes,40.34,No,Yes,Fiber Optic,8.0,No,No,,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,90.05,,0.0,0.0,2541.42,8358.42
4607-CHPCA,Male,25.0,No,0.0,91335.0,,No,,72.0,Offer A,Yes,29.29,Yes,No,None,,No,No,No,No,No,No,,No,Two Year,No,Bank Withdrawal,24.75,1777.6,0.0,0.0,2108.88,3886.48
9114-VEPUF,,,,,95432.0,,No,0.0,2.0,,Yes,18.62,No,Yes,DSL,51.0,No,Yes,No,No,No,No,,Yes,Month-to-Month,Yes,Credit Card,50.3,92.75,0.0,0.0,37.24,
1038-ZAGBI,Female,38.0,No,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9798-DRYDS,,,,,95642.0,2.0,No,0.0,1.0,None,Yes,,Yes,Yes,Cable,4.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.95,49.95,0.0,0.0,43.49,93.44
3148-AOIQT,,29.0,No,1.0,,,No,,19.0,Offer D,Yes,35.45,No,No,None,0.0,,No,No,,No,No,No,No,Two Year,,Credit Card,20.5,,24.07,0.0,673.5500000000001,1048.0300000000002
7181-BQYBV,,,,,90056.0,1.0,No,0.0,2.0,,Yes,5.85,No,Yes,Fiber Optic,19.0,No,No,No,No,Yes,,,No,Month-to-Month,Yes,Bank Withdrawal,80.65,144.15,0.0,20.0,11.7,175.85
0788-DXBFY,Male,60.0,No,0.0,93306.0,5.0,No,0.0,3.0,,,49.63,,Yes,Fiber Optic,26.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,253.8,,0.0,148.89,402.69000000000005
7520-HQWJU,Female,56.0,Yes,,91377.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4879-GZLFH,,,,,90040.0,3.0,Yes,9.0,7.0,Offer E,No,,No,Yes,Cable,47.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,58.85,465.7,0.0,0.0,,465.7
1897-OKVMW,,58.0,No,0.0,95820.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5081-NWSUP,,,,,90813.0,1.0,Yes,1.0,32.0,None,Yes,,Yes,Yes,Fiber Optic,23.0,No,,No,No,No,Yes,,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,2642.05,49.57,0.0,191.68,2784.16
2150-WLKUW,Male,60.0,No,0.0,,4.0,No,0.0,68.0,Offer A,Yes,1.27,,Yes,Cable,13.0,Yes,Yes,Yes,No,No,Yes,,Yes,One Year,Yes,Credit Card,76.9,5023.0,0.0,0.0,86.36,5109.36
2257-BOVXD,Male,42.0,No,0.0,94569.0,1.0,No,0.0,12.0,None,,7.97,No,Yes,Cable,10.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,,Credit Card,56.65,654.85,0.0,0.0,95.64,
3178-FESZO,Male,40.0,Yes,0.0,93241.0,3.0,Yes,,65.0,Offer B,Yes,,Yes,Yes,DSL,30.0,,Yes,No,No,No,,Yes,Yes,Two Year,Yes,Mailed Check,69.55,4459.15,23.61,0.0,1132.95,5568.49
5140-FOMCQ,Female,,No,0.0,95826.0,5.0,No,0.0,1.0,None,Yes,5.02,No,No,,0.0,No,No,No,No,No,No,,No,Month-to-Month,No,Mailed Check,19.1,19.1,0.0,0.0,5.02,24.12
8687-BAFGU,Male,30.0,Yes,,,3.0,Yes,6.0,24.0,None,Yes,44.57,No,Yes,Cable,26.0,Yes,Yes,,Yes,No,Yes,,Yes,Month-to-Month,Yes,Credit Card,,1706.45,0.0,0.0,1069.68,2776.13
7688-AWMDX,Female,79.0,Yes,0.0,,,Yes,,28.0,None,Yes,25.57,Yes,No,None,0.0,No,No,No,No,No,,No,No,,No,Mailed Check,25.7,734.6,,0.0,715.96,
5465-BUBFA,,,,,91706.0,,No,0.0,,None,Yes,,Yes,Yes,DSL,29.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.5,5882.75,0.0,0.0,782.0,6664.75
6849-OYAMU,Male,,Yes,1.0,90029.0,3.0,,5.0,10.0,,Yes,15.51,No,No,None,,No,No,No,No,No,No,,No,Two Year,No,Credit Card,19.85,198.5,0.0,0.0,,353.6
5439-WIKXB,Female,52.0,No,5.0,93101.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9229-RQABD,Female,35.0,Yes,1.0,94598.0,,Yes,6.0,,None,Yes,35.29,No,Yes,DSL,,Yes,No,Yes,Yes,No,,No,Yes,Month-to-Month,No,Bank Withdrawal,61.75,3024.15,0.0,0.0,1729.21,
8612-GXIDD,,,,,,,Yes,1.0,65.0,Offer B,Yes,40.47,No,Yes,DSL,30.0,,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,,,74.8,4820.15,0.0,0.0,2630.55,
7521-AFHAB,Male,30.0,No,0.0,95758.0,1.0,No,0.0,2.0,Offer E,Yes,17.22,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,162.45,,0.0,,196.89
7030-NJVDP,Male,51.0,Yes,0.0,92109.0,2.0,Yes,1.0,8.0,None,Yes,47.91,No,Yes,Fiber Optic,23.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.5,,,0.0,383.28,993.18
4910-AQFFX,,,,,95521.0,4.0,No,0.0,36.0,,Yes,32.0,No,Yes,Cable,23.0,,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,75.55,2680.15,0.0,100.0,1152.0,3932.15
1337-BOZWO,Female,35.0,,0.0,95815.0,,No,,17.0,None,,4.38,,No,,,No,,No,No,No,No,No,No,One Year,No,Mailed Check,20.15,353.65,,0.0,74.46,428.11
3946-JEWRQ,Male,51.0,No,0.0,95439.0,3.0,No,0.0,34.0,None,Yes,28.0,Yes,Yes,Fiber Optic,18.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,,0.0,0.0,,4492.65
0786-VSSUD,Male,56.0,No,0.0,90272.0,2.0,,0.0,1.0,None,,45.5,No,Yes,Fiber Optic,12.0,No,No,No,No,,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.9,69.9,0.0,0.0,45.5,115.4
3099-OONVS,Female,,No,,94520.0,3.0,No,0.0,3.0,Offer E,Yes,13.28,No,No,None,0.0,No,No,No,No,,No,No,No,Month-to-Month,Yes,Credit Card,19.6,59.75,,0.0,39.84,99.59
5609-CEBID,Female,42.0,No,0.0,95620.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7268-IGMFD,,,,,,,No,0.0,,None,Yes,6.19,No,Yes,,52.0,Yes,No,No,No,No,,Yes,Yes,Month-to-Month,,Credit Card,,73.6,0.0,0.0,6.19,79.78999999999999
9840-EFJQB,Female,27.0,Yes,2.0,95957.0,3.0,,7.0,55.0,None,Yes,,,Yes,DSL,51.0,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,,75.0,4213.9,0.0,0.0,1842.5,6056.4
2034-GDRCN,Female,,,0.0,95219.0,4.0,No,0.0,70.0,Offer A,,31.15,No,Yes,DSL,5.0,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,5950.2,0.0,0.0,2180.5,8130.7
5630-IXDXV,Male,41.0,Yes,0.0,,3.0,Yes,,,Offer A,Yes,24.93,No,Yes,DSL,15.0,Yes,Yes,No,Yes,No,,Yes,Yes,Two Year,No,Credit Card,67.95,4664.15,0.0,0.0,1745.1,6409.25
1469-LBJQJ,,,,,92129.0,1.0,Yes,1.0,46.0,Offer B,Yes,5.36,Yes,Yes,Fiber Optic,22.0,No,No,,,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.0,,,0.0,246.56,
8580-AECUZ,Male,35.0,No,0.0,95837.0,4.0,No,0.0,62.0,None,Yes,24.35,Yes,Yes,Fiber Optic,16.0,Yes,Yes,No,,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,92.3,,0.0,0.0,1509.7,
0219-YTZUE,Male,,Yes,3.0,91732.0,4.0,Yes,10.0,6.0,,Yes,,No,No,None,0.0,,No,No,No,No,No,No,No,One Year,No,,19.45,113.5,,0.0,9.42,122.92
1092-GANHU,Male,,No,,93703.0,4.0,,0.0,14.0,Offer D,,18.48,Yes,Yes,DSL,21.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,,767.55,0.0,0.0,258.72,1026.27
0174-QRVVY,Male,25.0,No,0.0,,2.0,No,0.0,67.0,,Yes,33.88,Yes,Yes,Fiber Optic,71.0,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Two Year,No,Credit Card,116.2,7752.3,0.0,0.0,2269.96,10022.26
5743-KHMNA,Male,54.0,Yes,,94521.0,3.0,Yes,1.0,42.0,None,Yes,14.8,No,Yes,,23.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,,73.15,3088.25,0.0,,,3709.85
2754-VDLTR,Male,20.0,No,0.0,91340.0,3.0,No,0.0,4.0,None,Yes,41.94,No,No,,0.0,No,No,No,No,No,No,,No,Month-to-Month,No,Credit Card,19.75,78.3,0.0,0.0,167.76,246.06
2812-REYAT,Female,60.0,Yes,3.0,95415.0,5.0,Yes,6.0,24.0,None,Yes,41.45,Yes,Yes,Fiber Optic,,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,,2033.05,0.0,,,3027.85
2586-CWXVV,Male,55.0,No,0.0,,4.0,No,0.0,72.0,Offer A,Yes,29.03,Yes,Yes,,27.0,Yes,No,Yes,,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.3,5997.1,0.0,0.0,2090.16,8087.26
2985-FMWYF,Female,53.0,,0.0,93108.0,3.0,,0.0,4.0,Offer E,Yes,1.3,No,,,0.0,No,No,,No,No,No,No,No,Month-to-Month,Yes,Credit Card,,68.45,,0.0,,73.65
5684-FJVYR,Female,52.0,No,0.0,90248.0,5.0,No,0.0,,Offer D,Yes,34.73,Yes,Yes,Fiber Optic,6.0,No,,No,No,No,Yes,Yes,No,,Yes,Bank Withdrawal,89.15,,0.0,70.0,416.76,
7164-BPTUT,Male,,,1.0,95901.0,,No,0.0,62.0,Offer B,Yes,17.56,Yes,No,None,0.0,,No,No,No,No,No,No,,Two Year,,Credit Card,24.4,,,0.0,1088.72,2501.7200000000003
6103-LIANB,,24.0,No,,93267.0,,No,0.0,,None,Yes,,No,,DSL,51.0,Yes,,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.8,274.35,0.0,0.0,206.45,480.8
8182-BJDSI,Male,25.0,,0.0,92363.0,5.0,No,0.0,70.0,Offer A,No,0.0,No,Yes,DSL,59.0,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,40.05,2799.75,0.0,,0.0,2799.75
0067-DKWBL,Female,73.0,Yes,0.0,,,,,,Offer D,Yes,,Yes,Yes,DSL,25.0,,Yes,No,Yes,,No,No,Yes,Two Year,,Credit Card,,1381.8,0.0,,378.84,1760.64
7551-JOHTI,Male,45.0,,1.0,,3.0,No,,37.0,None,Yes,49.99,No,Yes,Cable,27.0,Yes,Yes,No,Yes,,No,No,No,Two Year,No,Credit Card,61.45,2302.35,48.79,110.0,1849.63,4213.1900000000005
9720-JJJOR,Female,41.0,Yes,0.0,96124.0,,Yes,8.0,68.0,,Yes,17.12,Yes,No,None,0.0,No,No,No,,No,No,No,No,Two Year,No,Credit Card,25.8,1911.5,0.0,,1164.16,3075.66
5054-IEXZT,Male,47.0,No,0.0,,3.0,No,0.0,38.0,Offer C,Yes,6.71,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,No,No,,Yes,,Month-to-Month,Yes,Credit Card,95.1,3691.2,0.0,0.0,254.98,3946.18
8338-QIUNR,Female,26.0,No,0.0,94952.0,3.0,No,0.0,54.0,None,Yes,11.76,Yes,Yes,Fiber Optic,52.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.1,5064.85,,0.0,635.04,5699.89
1066-JKSGK,Female,76.0,Yes,0.0,95313.0,,Yes,1.0,,Offer B,Yes,2.9,No,Yes,,21.0,Yes,,No,No,No,No,No,Yes,,Yes,Credit Card,74.15,3229.4,0.0,0.0,121.8,3351.2000000000003
1097-FSPVW,Male,41.0,No,0.0,95688.0,1.0,No,0.0,1.0,Offer E,Yes,23.16,No,No,None,0.0,,No,,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.25,,0.0,0.0,23.16,43.41
5016-IBERQ,Male,36.0,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5590-BYNII,Male,61.0,Yes,0.0,94511.0,3.0,Yes,3.0,,Offer B,Yes,18.02,Yes,Yes,Fiber Optic,3.0,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,91.6,4627.8,,,937.04,5624.84
1915-OAKWD,Female,59.0,Yes,0.0,,,Yes,8.0,36.0,,Yes,49.33,No,Yes,Fiber Optic,23.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.4,2937.65,0.0,0.0,1775.88,4713.53
9681-OXGVC,,31.0,No,0.0,,4.0,No,,1.0,None,,0.0,No,Yes,DSL,13.0,No,No,No,No,No,,,Yes,Month-to-Month,No,,25.35,25.35,0.0,0.0,,25.35
8608-OZTLB,,,,,,,No,0.0,3.0,None,Yes,35.54,Yes,,Fiber Optic,27.0,,No,,No,No,,No,Yes,Month-to-Month,Yes,,74.25,210.3,0.0,0.0,106.62,316.92
1839-UMACK,,,,,95963.0,4.0,Yes,10.0,56.0,None,No,0.0,No,Yes,DSL,30.0,No,No,Yes,Yes,,Yes,,No,One Year,Yes,Bank Withdrawal,54.05,2959.8,0.0,40.0,0.0,
5498-IBWPI,,80.0,Yes,0.0,94501.0,,Yes,,,Offer A,Yes,37.25,Yes,No,None,0.0,No,No,No,No,No,No,No,,Two Year,No,Credit Card,25.45,1789.65,0.0,0.0,2644.75,
6923-EFPNL,Female,36.0,Yes,0.0,90001.0,3.0,No,0.0,1.0,Offer E,No,0.0,No,Yes,DSL,10.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,,29.85,0.0,0.0,0.0,29.85
2137-DQMEV,Male,32.0,Yes,,90265.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081-KJSQF,Female,64.0,No,0.0,95585.0,3.0,No,0.0,18.0,,Yes,10.97,,Yes,DSL,9.0,Yes,No,Yes,No,No,No,,Yes,Month-to-Month,Yes,,60.6,1156.35,0.0,0.0,197.46,1353.81
4747-LCAQL,Female,57.0,Yes,0.0,90071.0,1.0,,1.0,21.0,Offer D,,1.21,Yes,Yes,Fiber Optic,16.0,Yes,,Yes,No,Yes,Yes,Yes,,Month-to-Month,Yes,Bank Withdrawal,103.9,2254.2,0.0,0.0,,
4369-NYSCF,Female,70.0,No,0.0,93260.0,4.0,No,,,Offer E,Yes,44.63,Yes,Yes,Fiber Optic,29.0,No,No,No,No,No,,No,Yes,Two Year,No,Bank Withdrawal,85.2,695.75,0.0,,357.04,1052.79
2240-HSJQD,Male,47.0,,1.0,,3.0,Yes,2.0,72.0,None,Yes,17.3,Yes,Yes,Fiber Optic,14.0,,Yes,,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,112.6,8126.65,0.0,,1245.6,9372.25
4381-MHQDC,Female,43.0,Yes,3.0,93541.0,5.0,Yes,5.0,24.0,None,Yes,46.3,No,No,None,,No,No,No,No,No,No,No,No,Two Year,Yes,,19.7,494.05,,0.0,1111.1999999999998,1605.2499999999998
6910-HADCM,Female,57.0,Yes,1.0,91784.0,4.0,Yes,5.0,3.0,Offer E,Yes,23.72,No,Yes,Fiber Optic,,No,No,No,,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.7,239.45,0.0,0.0,71.16,310.61
4325-NFSKC,Female,48.0,Yes,,96085.0,4.0,Yes,9.0,58.0,Offer B,Yes,11.81,No,No,None,0.0,,,No,No,No,No,No,No,,Yes,Credit Card,19.85,1158.85,0.0,0.0,684.98,
2535-PBCGC,Female,26.0,Yes,1.0,92113.0,4.0,Yes,1.0,32.0,None,Yes,19.76,,Yes,DSL,59.0,Yes,,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,73.6,2316.85,12.66,0.0,632.32,2936.51
7569-NMZYQ,Female,59.0,,3.0,95672.0,,,7.0,56.0,None,,18.99,No,Yes,Cable,53.0,Yes,,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,61.3,3346.8,0.0,,1063.4399999999998,4410.24
9762-YAQAA,,53.0,Yes,0.0,95330.0,1.0,No,0.0,5.0,Offer E,Yes,31.76,No,No,None,0.0,No,,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.35,126.05,0.0,0.0,,284.85
4749-VFKVB,,,,,,3.0,Yes,6.0,67.0,None,Yes,36.21,Yes,,,24.0,Yes,Yes,,Yes,No,No,No,Yes,One Year,Yes,Credit Card,69.35,4653.25,9.99,0.0,2426.07,
7718-UPSKJ,,,,,,4.0,,,4.0,Offer E,Yes,39.04,No,,None,0.0,No,No,,No,,No,No,No,Month-to-Month,No,Credit Card,18.85,,0.0,0.0,156.16,240.36
5669-SRAIP,Female,,,0.0,93427.0,2.0,No,0.0,1.0,Offer E,Yes,33.34,No,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,,85.55,0.0,0.0,,118.89
3413-DHLPB,Female,25.0,No,,94010.0,4.0,No,0.0,3.0,None,No,0.0,No,Yes,DSL,46.0,No,,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,34.8,,0.0,0.0,,113.95
0479-HMSWA,Female,77.0,No,0.0,92544.0,1.0,No,0.0,20.0,None,Yes,48.73,,Yes,,12.0,No,Yes,Yes,No,No,Yes,No,,,,Bank Withdrawal,94.1,1782.4,0.0,,974.6,2837.0
8800-JOOCF,Female,,No,0.0,94304.0,1.0,No,0.0,4.0,None,Yes,6.68,Yes,Yes,Cable,17.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,360.1,0.0,0.0,26.72,386.8200000000001
4578-PHJYZ,,27.0,Yes,0.0,91768.0,1.0,Yes,1.0,49.0,None,Yes,46.94,Yes,,,73.0,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.8,4872.45,0.0,130.0,2300.06,7302.51
0378-XSZPU,Female,50.0,,0.0,,,No,0.0,20.0,,Yes,24.73,Yes,,Fiber Optic,25.0,Yes,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.1,1879.25,15.43,30.0,494.6,2388.42
3748-FVMZZ,Male,29.0,Yes,0.0,96126.0,,Yes,,19.0,None,Yes,,Yes,Yes,Fiber Optic,51.0,No,No,No,Yes,Yes,,Yes,Yes,,Yes,Bank Withdrawal,100.95,1875.55,0.0,0.0,112.67,1988.22
3717-OFRTN,Male,47.0,Yes,,94005.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9931-DCEZH,Female,21.0,No,0.0,90068.0,4.0,No,0.0,5.0,Offer E,Yes,29.74,Yes,Yes,Fiber Optic,42.0,No,No,Yes,Yes,No,No,,Yes,Month-to-Month,Yes,Bank Withdrawal,82.75,417.75,0.0,0.0,148.7,566.45
